razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4738;Sim;Não;Não;2022-12-14;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4739;Sim;Não;Não;2022-10-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4741;Sim;Não;Não;2022-10-29;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4742;Sim;Não;Não;2022-11-18;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4754;Sim;Não;Não;2023-01-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4768;Sim;Não;Não;2022-10-06;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4769;Sim;Não;Não;2022-12-07;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4770;Sim;Sim;Não;2022-07-19;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4782;Sim;Não;Não;2022-12-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4783;Sim;Não;Não;2022-12-23;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4787;Sim;Sim;Não;2022-08-04;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4788;Sim;Não;Não;2022-08-12;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4789;Sim;Não;Não;2022-08-17;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4790;Sim;Sim;Não;2022-02-10;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4791;Sim;Sim;Não;2022-02-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4793;Sim;Não;Não;2022-12-08;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4795;Sim;Não;Não;2022-11-05;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4796;Sim;Não;Não;2022-11-23;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4797;Sim;Não;Não;2022-10-18;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4798;Sim;Não;Não;2022-11-25;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4799;Sim;Sim;Não;2022-06-25;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4801;Sim;Sim;Não;2022-07-21;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4803;Sim;Não;Não;2022-11-19;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4804;Sim;Sim;Não;2022-05-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4805;Sim;Não;Não;2022-11-30;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4806;Sim;Não;Não;2022-11-17;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4807;Sim;Não;Não;2022-10-11;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4808;Sim;Não;Não;2022-07-15;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4810;Sim;Não;Não;2022-12-07;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4811;Sim;Sim;Não;2022-02-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4812;Sim;Não;Não;2022-10-19;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4813;Sim;Não;Não;2022-10-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4814;Sim;Não;Não;2022-10-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4815;Sim;Não;Não;2023-01-05;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4816;Sim;Não;Não;2022-12-07;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4818;Sim;Não;Não;2022-11-05;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4819;Sim;Sim;Não;2022-07-21;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4820;Sim;Sim;Não;2022-07-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4821;Sim;Não;Não;2022-11-17;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4822;Sim;Sim;Não;2022-06-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4823;Sim;Sim;Não;2022-07-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4825;Sim;Sim;Não;2022-08-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4826;Sim;Não;Não;2022-11-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4827;Sim;Não;Não;2023-01-06;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4828;Sim;Sim;Não;2022-09-01;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4829;Sim;Não;Não;2022-11-03;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4830;Sim;Não;Não;2022-10-07;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4831;Sim;Sim;Não;2022-07-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4832;Sim;Não;Não;2022-12-21;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4834;Sim;Não;Não;2022-08-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4836;Sim;Sim;Não;2022-07-22;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4837;Sim;Não;Não;2022-11-19;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4838;Sim;Não;Não;2022-10-22;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4935;Sim;Não;Não;2022-11-16;2022-10-04;2009;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4936;Sim;Não;Não;2022-10-04;2022-10-04;2009;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4937;Sim;Não;Não;2022-12-20;2022-10-04;2009;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4938;Sim;Não;Não;2022-07-06;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4939;Sim;Não;Não;2022-06-07;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4941;Sim;Sim;Não;2022-04-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4942;Sim;Sim;Não;2022-06-30;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4943;Sim;Sim;Não;2022-08-04;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4944;Sim;Não;Não;2022-11-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4945;Sim;Sim;Não;2022-06-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4946;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4947;Sim;Não;Não;2022-06-24;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4948;Sim;Sim;Não;2022-08-11;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4950;Sim;Não;Não;2022-11-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4951;Sim;Sim;Não;2022-07-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4952;Sim;Não;Não;2022-11-05;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4954;Sim;Não;Não;2022-11-01;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4956;Sim;Sim;Não;2022-08-11;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4957;Sim;Não;Não;2022-06-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4959;Sim;Não;Não;2022-11-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4960;Sim;Não;Não;2022-07-02;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4961;Sim;Não;Não;2022-07-19;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4962;Sim;Não;Não;2022-11-16;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4963;Sim;Não;Não;2022-07-13;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4964;Sim;Sim;Não;2022-07-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4965;Sim;Não;Não;2022-10-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4966;Sim;Não;Não;2022-09-01;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4967;Sim;Não;Não;2022-12-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4968;Sim;Não;Não;2022-10-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4969;Sim;Não;Não;2022-03-01;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4970;Sim;Não;Não;2022-12-20;2022-10-04;2009;Convencional;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4971;Sim;Não;Não;2022-09-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4972;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4973;Sim;Não;Não;2022-12-13;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4974;Sim;Não;Não;2022-09-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4977;Sim;Sim;Não;2022-03-16;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4978;Sim;Sim;Não;2022-07-13;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4979;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4981;Sim;Não;Não;2022-10-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4982;Sim;Não;Não;2022-07-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4983;Sim;Não;Não;2022-09-06;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4985;Sim;Não;Não;2022-11-11;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4986;Sim;Não;Não;2022-12-07;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4987;Sim;Não;Não;2022-11-04;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4988;Sim;Não;Não;2022-10-25;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4989;Sim;Não;Não;2022-09-27;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4990;Sim;Não;Não;2022-06-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4991;Sim;Não;Não;2022-11-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4992;Sim;Não;Não;2022-11-09;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4993;Sim;Não;Não;2022-12-21;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4994;Sim;Sim;Não;2022-07-15;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4995;Sim;Sim;Não;2022-08-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4997;Sim;Sim;Não;2022-07-09;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4998;Sim;Não;Não;2022-10-25;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4999;Sim;Sim;Não;2022-06-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4F05;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4F77;Sim;Não;Não;2022-06-10;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4F82;Sim;Não;Não;2022-04-01;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4G03;Sim;Não;Não;2022-04-27;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4H33;Sim;Não;Não;2022-12-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4H86;Sim;Sim;Não;2022-07-08;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4I09;Sim;Não;Não;2022-11-03;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4I11;Sim;Não;Não;2023-01-06;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4I39;Sim;Não;Não;2022-09-29;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4J53;Sim;Não;Não;2022-08-20;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4J58;Sim;Não;Não;2022-10-04;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4J80;Sim;Não;Não;2022-10-13;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4J84;Sim;Não;Não;2022-08-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5001;Sim;Não;Não;2022-07-12;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5002;Sim;Não;Não;2022-10-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5003;Sim;Não;Não;2023-01-07;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5004;Sim;Não;Não;2022-12-09;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5006;Sim;Sim;Não;2022-08-17;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5007;Sim;Não;Não;2022-10-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5008;Sim;Sim;Não;2022-08-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5009;Sim;Sim;Não;2022-07-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5011;Sim;Sim;Não;2022-08-24;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5012;Sim;Sim;Não;2022-05-09;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5013;Sim;Não;Não;2022-10-20;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5014;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5015;Sim;Sim;Não;2022-07-12;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5016;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5017;Sim;Sim;Não;2022-07-29;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5018;Sim;Sim;Não;2022-08-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5019;Sim;Não;Não;2023-01-12;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5021;Sim;Não;Não;2022-10-18;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5022;Sim;Não;Não;2022-10-20;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5023;Sim;Não;Não;2022-12-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5024;Sim;Sim;Não;2022-07-19;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5025;Sim;Não;Não;2022-12-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5026;Sim;Não;Não;2022-09-28;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5027;Sim;Sim;Não;2022-07-20;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5031;Sim;Não;Não;2022-06-29;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5032;Sim;Não;Não;2022-07-07;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5033;Sim;Não;Não;2022-10-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5035;Sim;Sim;Não;2022-07-13;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5036;Sim;Não;Não;2022-05-19;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5037;Sim;Sim;Não;2022-07-15;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5038;Sim;Sim;Não;2022-07-22;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5042;Sim;Não;Não;2022-11-24;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5043;Sim;Não;Não;2022-09-08;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5044;Sim;Não;Não;2022-07-12;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5045;Sim;Não;Não;2022-10-26;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5048;Sim;Não;Não;2022-08-02;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5049;Sim;Sim;Não;2022-08-03;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5051;Sim;Sim;Não;2022-07-14;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5053;Sim;Não;Não;2022-10-21;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5054;Sim;Não;Não;2022-10-05;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5055;Sim;Sim;Não;2022-07-27;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5056;Sim;Não;Não;2022-11-05;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5057;Sim;Não;Não;2022-10-29;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5058;Sim;Sim;Não;2022-08-23;2022-10-04;2009;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-5059;Sim;Não;Não;2022-11-25;2022-10-04;2009;Executivo;47;47
