razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4462;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4463;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4464;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4465;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4467;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4468;Sim;Não;Não;2022-06-10;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4469;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4470;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4471;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4472;Sim;Não;Não;2022-06-10;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4473;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4474;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4475;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4476;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4478;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4479;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4480;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4481;Sim;Não;Não;2022-05-16;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4482;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4483;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4484;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4485;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4489;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4492;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4493;Sim;Não;Não;2022-05-09;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4494;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4495;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4496;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4497;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4498;Sim;Não;Não;2022-06-03;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4501;Sim;Não;Não;2022-05-16;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4502;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4503;Sim;Sim;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4504;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4506;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4507;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4508;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4509;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4510;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4511;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4512;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4513;Sim;Não;Não;2022-05-16;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4514;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4515;Sim;Não;Não;2022-06-15;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4516;Sim;Sim;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4517;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4518;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4519;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4520;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4521;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4522;Sim;Sim;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4523;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4524;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4525;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4526;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4527;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4528;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4529;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4530;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4531;Sim;Não;Não;2022-06-10;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4532;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4533;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4534;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4535;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4536;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4537;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4538;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4539;Sim;Não;Não;2022-05-23;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4540;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4541;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4542;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4543;Sim;Não;Não;2022-05-20;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4546;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4547;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4548;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4549;Sim;Não;Não;2022-05-11;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4551;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4552;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4553;Sim;Não;Não;2022-05-24;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4554;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4555;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4557;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4558;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4559;Sim;Não;Não;2022-04-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4561;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4562;Sim;Não;Não;2022-04-01;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4566;Sim;Não;Não;2022-05-16;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4567;Sim;Não;Não;2022-06-07;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4568;Sim;Não;Não;2022-03-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4569;Sim;Não;Não;2022-05-09;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4575;Sim;Não;Não;2022-04-04;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4576;Sim;Não;Não;2022-02-28;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4578;Sim;Não;Não;2022-05-03;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4579;Sim;Não;Não;2022-03-22;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4580;Sim;Não;Não;2022-07-07;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4581;Sim;Não;Não;2022-04-01;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4583;Sim;Não;Não;2022-05-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4584;Sim;Não;Não;2022-04-01;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4586;Sim;Não;Não;2022-06-09;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4591;Sim;Não;Não;2022-06-10;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4592;Sim;Não;Não;2022-05-22;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4593;Sim;Não;Não;2022-04-28;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4594;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4596;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4597;Sim;Não;Não;2022-06-17;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4598;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4599;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4602;Sim;Não;Não;2022-03-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4604;Sim;Não;Não;2022-04-02;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4605;Sim;Não;Não;2022-03-09;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4606;Sim;Não;Não;2022-05-09;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4607;Sim;Não;Não;2022-05-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4608;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4609;Sim;Sim;Não;2022-02-28;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4610;Sim;Não;Não;2022-05-04;2022-10-04;2005;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4611;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4612;Sim;Não;Não;2022-05-06;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4613;Sim;Sim;Não;2022-05-09;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4614;Sim;Não;Não;2022-04-29;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4618;Sim;Não;Não;2022-03-28;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4619;Sim;Não;Não;2022-03-30;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4622;Sim;Não;Não;2022-03-17;2022-10-04;2005;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4684;Sim;Não;Não;2022-10-29;2022-10-04;2007;Executivo;46;46
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4685;Sim;Não;Não;2022-12-17;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4688;Sim;Não;Não;2022-12-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4689;Sim;Não;Não;2022-12-29;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4690;Sim;Não;Não;2023-01-04;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4691;Sim;Não;Não;2022-12-13;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4692;Sim;Sim;Não;2023-01-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4693;Sim;Não;Não;2022-12-22;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4694;Sim;Não;Não;2022-12-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4695;Sim;Não;Não;2023-01-06;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4696;Sim;Não;Não;2022-12-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4697;Sim;Não;Não;2023-01-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4698;Sim;Não;Não;2022-12-29;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4699;Sim;Sim;Não;2022-05-09;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4701;Sim;Não;Não;2022-10-25;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4702;Sim;Não;Não;2022-09-16;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4703;Sim;Não;Não;2022-09-29;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4704;Sim;Não;Não;2022-11-16;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4705;Sim;Não;Não;2022-12-07;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4706;Sim;Não;Não;2022-11-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4710;Sim;Sim;Não;2022-07-14;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4711;Sim;Sim;Não;2022-07-28;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4712;Sim;Não;Não;2022-06-24;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4713;Sim;Não;Não;2022-11-12;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4714;Sim;Não;Não;2022-11-08;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4717;Sim;Sim;Não;2022-09-02;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4718;Sim;Sim;Não;2022-08-24;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4719;Sim;Não;Não;2022-11-26;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4720;Sim;Não;Não;2022-05-10;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4721;Sim;Não;Não;2022-06-15;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4722;Sim;Não;Não;2022-10-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4723;Sim;Não;Não;2022-11-23;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4724;Sim;Não;Não;2022-10-28;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4725;Sim;Não;Não;2022-12-23;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4726;Sim;Não;Não;2022-12-20;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4727;Sim;Sim;Não;2022-03-10;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4728;Sim;Não;Não;2022-12-06;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4729;Sim;Sim;Não;2022-07-14;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4730;Sim;Não;Não;2022-10-01;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4731;Sim;Não;Não;2022-11-04;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4732;Sim;Não;Não;2022-09-24;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4734;Sim;Não;Não;2022-11-03;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4735;Sim;Não;Não;2023-01-11;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4736;Sim;Não;Não;2022-10-21;2022-10-04;2007;Executivo;47;47
EMPRESA GONTIJO DE TRANSPORTES LIMITADA;16.624.611/0001-40;GSV-4737;Sim;Não;Não;2022-10-11;2022-10-04;2007;Executivo;47;47
